0.681641;0
109.683;110.675
111.473;1.83141
2.92253;100.684
108.34;108.406
108.409;108.719
108.532;109.859
108.502;109.95
108.01;110.675
107.758;111.002
107.397;111.227
105.952;111.561
105.165;111.709
104.737;111.765
104.137;111.57
103.352;111.101
102.558;110.496
102.006;109.83
101.589;109.186
101.188;108.768
100.942;108.424
100.463;107.561
100.013;106.78
99.8091;105.968
99.6726;105.14
99.6371;104.745
99.6137;104.203
54.3298;153.792
4.92843;105.727
4.89095;105.404
4.85866;105.062
4.92359;104.633
5.16889;104.071
5.44749;103.735
112.157;108.371
112.984;107.373
113.627;106.563
113.897;106.119
114.275;105.134
114.532;104.471
114.835;103.902
115.343;103.148
116.078;102.202
116.68;101.2
117.309;100.145
117.566;99.7357
117.825;99.2505
118.103;98.5938
118.27;98.2621
118.475;97.7542
118.666;97.3013
1.02828;113.431
163.886;100.89
2.3833;113.362
117.66;82.437
111.687;2.3948
3.31021;104.317
3.32426;104.075
3.31183;103.961
3.29563;103.47
3.25263;103.312
3.17136;102.597
3.25811;102.049
3.25847;101.595
2.23346;116.222
2.40157;115.243
2.4174;114.335
2.31631;113.611
2.11801;112.639
2.10331;112.584
1.83651;111.667
1.76398;111.427
1.44167;110.669
1.23387;110.415
0.740164;109.862
0.674185;108.481
0.544371;107.407
0.57131;106.165
0.658523;105.636
0.581468;105.609
0.642367;105.313
0.538268;105.09
0.488106;104.381
0.693137;103.639
0.778214;103.116
0.586494;102.498
0.563802;102.066
0.579985;101.881
0.586246;101.369
0.511221;101.145
0.576868;100.901
0.724385;101.264
0.574909;100.854
0.478275;100.857
0.73732;100.721
0.667033;100.628
0.985796;100.794
0.546855;100.375
0.485191;99.8579
0.499865;99.632
0.589596;99.4201
0.452525;99.0464
0.625822;98.4933
0.829289;97.7419
0.874607;97.674
0.599088;97.8872
0.922823;98.0188
0.590732;98.0597
0.533661;98.0653
0.600848;97.663
0.562258;97.6486
0.51642;97.963
0.836276;98.6295
0.522902;99.1276
0.734309;99.423
0.787642;100.412
4.40984;104.552
4.29713;104.587
3.80318;104.71
3.5907;104.772
3.11866;104.791
2.69997;104.678
2.40175;104.586
2.04667;104.533
1.85874;104.524
1.43181;104.569
0.969697;104.612
0.729203;104.69
0.55984;104.752
0.580169;104.863
0.45527;105.009
0.636424;104.395
0.619841;103.417
0.469492;102.975
0.803699;103.065
0.677166;103.21
0.816388;102.727
0.697395;101.232
142.03;171.249
113.581;4.23306
105.839;108.651
0.975856;113.32
0.683523;113.165
0.554006;112.076
107.72;1.8028
208.566;57.4031
208.362;57.2435
208.154;57.1277
207.945;57.0743
207.713;57.0323
206.79;56.8655
