2.14486;0
101.02;1.68621
101.166;2.11079
101.026;2.62499
109.889;107.556
106.846;4.36175
3.77606;111.187
112.282;108.91
213.561;110.76
114.395;1.17237
103.742;1.14132
103.555;1.53341
103.418;1.69903
103.07;1.86496
102.483;1.95805
101.894;1.74469
101.356;1.49799
101.017;1.2472
100.63;0.854715
100.578;0.793718
100.48;0.688193
99.8626;0.793827
99.8267;0.636618
99.8571;0.470869
99.7802;0.504937
99.7873;0.613133
100.152;0.645035
3.33727;109.512
107.702;112.39
118.282;118.707
118.431;118.104
118.703;117.439
118.954;116.858
107.664;108.276
108.141;107.299
108.532;106.67
108.899;105.372
109.492;104.489
109.626;104.254
109.99;103.621
110.454;102.7
110.511;102.313
110.536;101.883
110.468;101.094
110.322;99.9624
110.378;99.0301
2.16048;105.121
111.415;4.5251
111.388;4.15758
111.419;3.68018
133.503;201.887
53.7136;213.854
53.7763;212.967
53.7898;212.485
54.0131;211.788
54.2193;211.411
54.4667;210.84
54.5865;210.536
55.1515;209.796
55.6145;208.929
55.9571;208.224
56.046;208.071
56.1554;207.881
56.357;207.469
56.6473;207.025
56.9147;206.388
57.246;205.387
57.598;204.307
57.6541;204.109
58.2233;202.829
58.3731;202.631
107.067;1.90279
107.285;1.57531
107.536;1.27603
107.667;0.970497
107.838;0.491934
108.49;0.64643
108.688;0.489101
108.988;0.58679
109.315;0.641091
109.37;0.51288
110.114;0.636885
111.004;0.550009
111.844;0.61712
112.059;0.614644
112.959;0.756436
129.084;68.4729
108.589;0.556343
107.334;111.441
107.868;110.523
108.036;110.144
108.472;109.463
108.806;108.728
108.896;108.252
24.6246;221.516
101.376;3.81159
0.854229;105.675
0.997887;105.421
18.3547;82.9669
18.3944;82.8614
18.6204;82.3578
18.7112;81.9441
18.8393;81.6433
18.9182;81.3103
19.0391;81.1096
106.316;2.26341
109.124;107.637
53.6023;20.7762
109.241;1.48683
109.356;1.1988
109.456;0.667035
109.986;0.852115
110.105;0.599715
110.927;0.934441
111.008;0.617385
111.133;0.758373
111.142;0.63094
111.463;0.546148
111.497;0.548244
111.787;0.70626
111.75;0.60951
111.729;0.758267
111.294;0.6959
111.273;0.617063
110.941;0.595963
110.504;0.543839
110.144;0.529123
110.507;0.511429
111.078;0.52128
111.366;0.619228
111.411;0.51413
111.438;0.470366
111.708;0.566762
112.664;0.739174
112.719;0.622896
113.265;0.549675
113.534;0.612583
113.565;0.51245
114.427;0.533941
114.52;0.463111
115.968;0.734801
0.731552;113.41
1.1342;113.124
104.791;3.33222
105.147;2.99606
105.328;2.69158
105.474;2.51301
105.726;2.25671
106.013;2.0271
106.329;1.67491
164.645;122.455
110.451;109.561
111.222;108.462
4.16555;111.439
151.373;34.0434
0.714518;108.23
111.021;4.75462
1.81743;110.195
112.914;2.97147
120.267;79.2591
120.76;78.7259
121.241;78.1908
121.608;77.8035
121.883;77.3735
121.993;77.0014
122.302;76.6262
122.553;76.3206
123.252;75.5784
